topic, posthw1,"Question: Hi all,
We have made a minor correction to the grades from HW1. This correction could only potentially improve student grades by a few points. No one's grade went down.
other,"Question: Hello folks,
I know you've all been eagerly awaiting the results of our March Madness bracket competition. Here you go:
Winner of the men's tournament pool: espnfan892987006! (If these is you please reveal yourself so I can get you your prize!)
Winner of the women's tournament pool: your humble professor, Milod Kazerounian
Thanks to all who participated!
Cheers,
Milod"
other,"Question: Upcoming Events
­
🍜 Professors & Pad Thai 🧠
Wednesday, April 23rd, 5 - 7 PM | JCC 265
🍴 Thai food + career inspo = the ultimate combo 💻💬
  Ever wondered what your professors were really like before they were teaching algorithms and data structures? 👩‍🏫👨‍🔬 Come join WiCS for a chill evening of Thai food and convo as we dive into the journeys, research, and class recs of some of your fave CS professors. Whether you're curious about academia, research, or just love a good pad see ew, there's something for everyone!
  RSVP here!
SASE x WiCS Boba Picnic🧋
Saturday, April 19th, 2 PM
  Join us in a picnic in collaboration with the Society of Asian Scientists and Engineers! There will be boba provided🧋🧋 There will be more details soon...
  WELEAD 2025: Women Entrepreneurs at Tufts Annual Conference👩‍⚖️
Sunday, April 13, 12:00 PM - 3:00 PM  | JCC 180
  There will be...
A panel of accomplished women founders and industry leaders (stay tuned for speaker announcements)
Open Q&A with panelists
Networking with students, alumni, and professionals
LinkedIn Headshots
Lunch from Pemberton Farms
  RSVP here!
New opportunities
­
Women in Power Conference 
Saturday, April 12th, All Day | Harvard Kennedy School (In-Person)
  Looking for an inspiring way to spend your weekend? Check out the upcoming Women in Power Conference, dedicated to exploring how women are reshaping power and leadership across fields like entrepreneurship, healthcare, sports, politics, and international development.
✨ Featured Speakers
Caster Semenya, two-time Olympic champion, sharing her fight for fairness and identity in sports.
Julie Chávez Rodriguez, political strategist for VP Kamala Harris 2024 and lifelong activist, continuing a powerful legacy of leadership.
🎟 Tickets include meals + a great swag bag!
Financial waivers are available—email hkswipconference@gmail.com for more info.
Accessibility and accommodations are also provided upon request.
More info!
  Grace Hopper Conference
Chicago | November 4-7, 2025
  Looking to level up in tech? Join the Grace Hopper Celebration, the largest gathering of women in tech — happening both in-person and virtually! 🌍
✨ Connect with a powerful network
✨ Get inspired by leaders across the tech world
✨ Gain skills to help you grow and thrive in your tech journey
  Apply here for funding to attend!"
other,"Question: Hi all,
Prof. Mark Sheldon shared the below details on registering for CS 40, which I wanted to pass along to all of you:
Here’s the deal: CS 40 lecture section 1 and lab sections LA—LF is for declared CS majors (whose major declarations have already been processed) and post-baccs.  Non-majors, including those whose major declarations have not gone through and CS Minors, should register for lecture section 2 and lab section LW.  
At the end of registration, we’ll email further instructions to everyone then in lecture section 2.  We’ll hopefully just give everyone permission to join section 1 and regular labs, but, if there are too many, we’ll prioritize, possibly surveying students to find out more details.
Mark further added that they were able to enroll everyone who wanted to take the course this Spring, and will likely be able to do so again in the Fall.
Please do not email Mark asking for a way around these established rules. CS majors will get priority, then they'll do their best to admit everyone else.
Cheers,
Milod"
other,"Question: Are late tokens for gerp combined? Or is it one person can use one of theirs
Answer: From Pair Programming Guidelines (@445):
""How will tokens work? Only one of you will be submitting your project—this will be the student whose tokens you use. Remember, you can use a maximum of two tokens for an assignment."""
other,"Question: For those in the 3 PM class, or anyone who wants to fill out. Here's a form that just takes your birth date (month and day only). Set the year to 2024 do Feb. 29 is included. 
https://forms.gle/RcyqdFYXeP2ntXCcA
Results will be posted once enough responses are collected"
other,"Question: Hey folks,
Did you ever notice that a tournament bracket is a perfect binary tree? That means I'm about to school y'all on one more data structure.
The college basketball postseason is upon us! Join the official CS 15 March Madness Bracket Pools:
Men's tournament: https://fantasy.espn.com/tc/sharer?challengeId=257&from=espn&context=GROUP_INVITE&edition=espn-en&groupId=c3b577d3-707a-4358-996f-6a4234e42391
Women's tournament: https://fantasy.espn.com/tc/sharer?challengeId=258&from=espn&context=GROUP_INVITE&edition=espn-en&groupId=d80bda59-c1a8-4b4b-b784-48bc7d2f9881
Bracket pools are open to all TAs and students for CS 15. The winners will receive some kind of prize (it won't be extra credit—don't ask me for extra credit). Everyone is encouraged to submit a bracket even if you (like me) don't really know what's going on.
Cheers,
Milod"
other,"Question: I reset my password today. I waited for my new account to activate and am now able to sign in on terminal, but my vscode will not sync with it. I can sync with the computers at the JCC, just not mine. I tried restarting my computer but that doesn't work.
Answer: Did you change your password in the sftp.json to your new password?"
other,"Question: Hello! A friend of mine is one of the co-chairs for the 2025 Women in Tech Conference at Tufts. They’re currently looking for committee chairs and members. If you’re interested in gaining leadership experience and being part of an exciting tech conference, consider applying! More info below. 


Applications are now open for WIT 2025 Committee Chairs and Members. Tufts Women in Tech (WiT) is an annual event held each September at the Joyce Cummings Center that celebrates women, non-binary individuals, and the intersection of identities shaping the tech landscape. And we want YOU to join our planning committee. Check out the role descriptions below and learn more about WiT’s impact by visiting last year’s website.
  Committee Chairs:
We're looking for leaders who excel at connecting with their teams and are passionate about our conference’s mission. As a Chair, you'll guide your committee, foster a collaborative environment, and contribute your unique strengths to making WiT 2025 a success. If you’re driven, team-oriented, and ready to make an impact, we want to hear from you!

Apply here by Friday, March 7th 11:59PM.
Committee members:
We’re looking for team members who are eager to collaborate, learn, and contribute to the success of WiT 2025. If you’re proactive, creative, and excited to help bring our vision to life, this role is for you!

Apply here by Friday, March 14th 11:59PM."
other,"Question: For some reason, I think my Halligan account got un-synced to VSCode, because when I edit things in VSCode or make new files, it is not reflected in the terminal when I compile or run ls or cat, even though I'm command+s'ing.
I can navigate the terminal as though I'm looking at it from a few days ago; I can log in and cd into cs15 and run unit_test (which will run the tests written by yesterday) but anything afterwards doesn't register...
Is there a reason this could have happened out of the blue and is there a way to fix this? my sftp.json file still says my host is halligan and such, so I don't understand what the problem is or how to fix it...
  (The lab0 pdf on how to sync your account has been deleted/isnt accessible, so I'm not sure if the answer is there, but I figured I'd check here in case.)
Answer: Just as a note about the above response, vscode also saves version of your code for certain time intervals (like google docs edit history). It's under Timeline in the bottom left below the file section. So you should be able to rely on snapshot to save the remote version and timeline to save the local version."
other,"Question: Hello everyone! 
I am trying to log into zoom for Prof. Milod's OH, but it says the host has not started the meeting yet. 
I was wondering if he dropped any note saying he won't be coming to OH today or if this is just a delay. 
Thank you! 
Answer: My apologies, I did not hold office hours as I am still traveling. My office hours will resume as normal next week, or I'm happy to answer any questions you have via Piazza/email."
other,"Question: Hi, guys! Women in Computer Science is relaunching our Clusters and Mentorship programs this semester!
Sign up for Clusters at this link.
Clusters are small groups of WiCS members who meet regularly throughout the semester to connect, learn, and have fun together! Each cluster has a dedicated student leader and focuses on topics that match your interests. Clusters will be given some $$$ funds for hangouts/events. 

Sign up for Mentorship at this link.
1-3 mentees from WiCS will be connected with an experienced professional in the field, providing mentorship and career guidance."
other,"Question: Take advantage of this opportunity for networking and office tours at Crestron with WiCS on Friday, March 7 from 2:00 - 3:30 PM! Sign up with this link!"
other,Question: It says my password is about to expire on putty. Where do I update?
other,"Question: Hi all,
I woke up feeling very under the weather, so I am cancelling today's lectures. My apologies for any inconvenience. I was hoping to push through it, but that's not in the cards.
Some reminders: (1) your Project 1 phase 1 and design checkoff are due by the end of the day today, and (2) Monday is a Tufts holiday, so the next time we will all meet will be Wednesday, Feb. 19th.
Best,
Milod"
other,"Question: Hey folks,
I'm passing along the below message from the JumboHack team. This is a great opportunity—I'd definitely recommend participating, or at a minimum, swinging by to see what your peers create.
Cheers,
Milod
---------------------------------------------------------------------------------------------------
Ever wondered what a hackathon is? Ever seen a cool hackathon you wanted to go to, but it was just too far away? Well, here's your chance to experience one right here at Tufts!
Join us on February 22nd–23rd in the Joyce Cummings Center for JumboHack, Tufts University’s very own hackathon! It's a magical journey into the world of tech and innovation, inspired by Alice in Wonderland.
JumboHack is a weekend-long hackathon hosted at Tufts, bringing together coders, designers, innovators, and creators from all walks of life to turn new ideas into reality. Over 48 hours, you'll team up, learn new skills, and hack together projects of your choosing—whether it’s a game, web app, mobile app, or something entirely new. 
No coding experience? No problem! Throughout the weekend, we’ll have an exciting lineup of workshops and tech talks led by Tufts alumni, your favorite Tufts clubs, and industry experts. Learn new skills in React, SQL, Terminal, web scraping, project management, and more, then apply what you’ve learned directly to your project. Whether you’re a seasoned programmer, interested in design, or just getting started, we have a submission track tailored for you, so you can build whatever your heart desires.
In addition, each track winner will walk away with a unique prize bundle, including prizes like a Nintendo Switch Lite, AirPods, air fryer, mini fridge, and more! And the most exciting part—the overall winner will be awarded $500!
Don't worry about going hungry while you code away—food will be provided to keep your energy levels up.
Interested? Fill out our signup form! If you don’t have a team yet, don’t worry—there will be time at the start of the event to meet other participants, share ideas, and form teams. For more information, check out jumbohack.org, email us at jumbohack@jumbohack.org, or follow/DM us @jumbo.hack on Instagram.
Can't wait to see you there!
With love, The JumboHack Team"
other,"Question: Hi, everyone! Women in Computer Science is hosting a Galentine's Day event on February 13 in JCC 160 from 7:00 - 9:00 PM! We're going to have painting kits, a chocolate fountain, and bouquet and card making. It's going to be so fun, so I hope you can come!"
other,"Question: Hi all,
Yesterday in lecture section 1, someone asked what the ""Wshadow"" and ""Wpedantic"" flags for clang++ do. You can find a full list of clang's diagnostic flags, and a description of what they do, here: https://clang.llvm.org/docs/DiagnosticsReference.html
In a nutshell, both of these flags provide more diagnostic warnings to the programmer. In the case of ""Wshadow"", using this flag causes the compiler to give you a warning anytime one declaration shadows another. For example, if I have a local variable named ""node"" and a global variable also named ""node"", we say the local shadows the global—with the ""Wshadow flag"", your compiler will warn you about such cases.
The ""Wpedantic"" flag causes the compiler to provide many additional warnings. I suggest checking out the link above to see the full list.
Cheers,
Milod"
other,"Question: Hi. I wanted to share a way in which you can run specific unit tests and not have to wait for all of them to compile (or comment out large blocks of code). The syntax (once correctly synced to Halligan) is: 
unit_test -n [TEST_NAME_1] [TEST_NAME_2] ...  [TEST_NAME_N]
For example, to test test_pushAtBack4 and test_pushAtBack5, you can run:
unit_test -n test_pushAtBack4 test_pushAtBack5
I didn't know this when I took the class, so it may be useful to somebody!"
other,"Question: As far as I know, this was not answered on the course website, but if it is, I'm sorry for the redundancy--
If we've used a late token to submit one day late, but are submitting for the first time, are we allowed to use the remaining 4 extra submissions to resubmit, or will this automatically use up another late token (even if it's still just one day after the usual due date)?
Answer: Tokens only allow you to extend the due date, not the number of submissions. If you use one token or two, you will always only have five total submissions.
So, yes, if you submit today, you can use your remaining submissions without losing another token."
other,"Question: Hi CS15! As a reminder, no line in your files can go beyond 80 characters. Thankfully, we have a simple solution for this!
Inserting a vertical ruler is a really easy and effective way to make sure you never go over 80 columns in a line in VSCode, and it takes only a minute to do. Go to settings, search up “ruler,” and click “edit in settings.json,” and then type “80” between the brackets next to “editor.rulers”:, save, and then you’re done! Whenever you’re typing, just make sure to start a new line before you get to the ruler.
REMINDER: the 80 char limit applies to all of the files that you submit, including the README.
Here’s a quick video that recaps what I just said: https://www.youtube.com/watch?v=cTE0ec3IurE"
proj16,"Question: For CS11, Windows users could use PuTTY as their terminal to actually run and execute their programs. I know on the Admin page for this class it says we should use MobaXterm. Can I continue using PuTTY or should I switch to MobaXterm for some specific reason?
Answer: PuTTY is perfectly fine—as long as you have a terminal that allows you to access the homework server, you're good to go."
proj16,"Question: For some reason my auto grader went from running fine to saying my next submission had a build fail. However, when I run make MetroSim in my terminal it works perfectly fine? I’m confused at what led to this. It worked fine in my previous submission and I only added comments and finished my Read Me for the one that led to a build fail
Answer: Not sure what happened with make, but I just reran both of your submissions and your programs built. You should see your score now. Sorry about that!"
proj16,"Question: Hi- I'm a bit confused about the commands we can expect to take in our command/query loops.
In the spec it says the following:
You may assume input data is valid. (e.g., a Passenger will never want to go to a Station with a negative number, etc. . . ). Your program can do anything in such cases (segfault, quit, be angry, etc.).
However, the example sim is able to handle any input command data, giving output saying the command isn't recognized. 
Given that we're diffing with the example sim, should we be trying to handle these cases, or is the statement in the spec saying we should assume that the commands given in testing will always be ""m m"" or ""m f"" or ""p"" (followed by two numbers in range)?
Answer: Just like the spec said, you don't need to handle the case of invalid commands. This includes ill-formed p commands AND nonexistent commands. So yes, you can assume that you'll always be given m m, m f, or p with valid numbers."
proj16,"Question: when diffing, to see the output files in vscode to i run remote to local or local to remote? mine stay blank and dont update
Answer: Syncing remote to local will override your vscode version with the version in terminal. Local to remote will do the opposite (override terminal with the vscode version). So if you have output files that got filled when you ran the program remotely, to see those in vscode you should sync remote to local. You can also just cat the output file in terminal itself. Follow up if you have any syncing issues."
proj16,"Question: My terminal signs me out super quickly (like after less than a minute of inactivity), forcing me to have to re-sign in every minute. Is there a way to fix this? It just started yesterday."
proj16,"Question: For MetroSim testing (phase 2), do we need to have unit tests for each method or can we just make our own input files and submit those?
Answer: No, you don't need unit tests for each individual function. We encourage unit testing when possible, but for functions where it's difficult or not possible, you should rely on diff testing. And yes, please submit the input files you used to diff test as evidence of your testing."
proj16,"Question: Hello!

Could you please help me understand if it's possible to #include only <ios> to use all the stream types?
For example, can I include only <ios> to use ofstream, istream, and cin/cout in one file?

Additionally, I have included <ios> into my Passenger.h, PassengerQueue.h, and MetroSim.h.
Can I include <ios> only into Passenger.h if my PassengerQueue.h is using Passenger.h, and my MetroSim.h is using PassengerQueue.h

Thank you!
Answer: The ""ios"" library does not include the streams that you typically need (cin, cout, cerr, file stream, ...). Including ios alone will not be sufficient for most purposes. Rather, ios is a base class that the other stream classes build on top of.
To address your second question: typically, if your file uses some library, that file should directly include that library. You should do so even if some other code that you include already includes that library. The redundancy is fine—even if you could technically get away without it, it is could practice to directly include all libraries that your code needs. That way you are not dependent on some other code you are including being configured in a specific way. For example, if Passenger.h were to change and no longer need some specific library, we wouldn't want removing that library to indirectly break PassengerQueue.h and MetroSim.h. Include the code you need, and you will avoid such errors."
proj16,"Question: Hello! 
I was trying to turn in my homework on gradescope without unit_test because I did not write any unit tests and I got an error. Is it okay if I submit an empty unit_test file if I didn't write any unit_tests? 
Best, 
Osinachi Atama."
proj16,"Question: I know they close automatically when they go out of scope, but the spec says, ""Always remember to deallocate all previously heap-allocated memory and close all previously opened files before your program terminates!""
This causes an issue when using a general istream for input. Since std::istream doesn't have a close() method like std::ifstream does, how should we handle this? Is it fine to not explicitly close our streams?
Answer: You should absolutely close any files that are opened. This includes any input files that are later used as an istream in the program. The reason you don't need to explicitly close the general istream is because if just cin were used, this wouldn't require explicit closing. Valgrind should point out any files or streams that might be left open after the program finishes."
proj16,"Question: Can our open or die function be a public function? As passing it through another public function essentially allows the client the same level of access and I don't see how it would provide a level of 
abstraction.
Answer: Why does it need to be public? If all file handling, opening, and such is done in the MetroSim class, then there's no need for openOrDie to be public. On the other hand, if this handling is done in main, then MetroSim doesn't even need an openOrDie."
proj16,"Question: I keep running 'make' (and I have set up my MakeFile) but I keep getting this error ""error: linker command failed with exit code 1"", where there's an ""
undefined reference to `void MetroSim::tryToOpenFile<std::basic_ifstream<char, std::char_traits<char> > >(std::basic_ifstream<char, std::char_traits<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)'"" when I try to call tryToOpenFile in my main.cpp file. Not sure how to fix this.
Answer: This may be an issue with how templates work. In short terms, any templated functions must be defined within the .h file of that class, or it may make sense to move those templated functions to be part of main.cpp"
proj16,Question: 
proj16,"Question: I had previously taken a cs class where we used auto and unsigned long data types, are we limited on the data types we are allowed to use?
Answer: It is fine to use unsigned long.
""auto"" is not a type, but rather a keyword which tells your compiler to infer the appropriate type. I'll quote from our style guide on this: ""The keyword auto should only be used when declaring variables of the iterator type. This is a Data Structures course — you're expected to develop a very strong grasp of which class, struct, or primitive data type you are working with at any given time."""
proj16,"Question: Hello! 

To test some of my MetroSim functions, I needed to make some of MetroSim's private variables public. Now, I made them private again.
When I run unit_test, it produces an error because some of my testing functions are trying to access the private variables.

What would you recommend me to do with such tests?

I planned to comment them, but then recalled that previous specs asked to uncomment all of our tests.

Thank you!"
proj16,"Question: My code is opening the output file, and yet when I am trying to write onto it, it just isn't writing onto it, I even commented out all of my calls to the rest of the program and just opened an output file and tried to write one thing onto it and it wouldn't write onto the file, despite it opening and I'm not entirely sure why I am not able to. The demo file is able to modify the output files, so it seems to be my code but I don't understand how.
Answer: resolved in private piazza post"
proj16,"Question: Hello!

I would appreciate if you could advise me on writing a proper header for main.cpp
Would it be appropriate to write ""This file contains functions that allow the client to build and use MetroSim through the command line.""

Thank you!
Answer: The style guide mentions what we expect, which can be found here
Take a look at the ""internal documentation"" for more info. Making this public in case someone else has a similar question."
proj16,Question: Are we expected to handle as many edge cases as possible for the project or can we expect our program to only be tested with valid input?
proj16,"Question: Are we allowed to use the getline() function to read from input files?
Answer: Yes
[Edit: making public so students with the same question can see the answer]"
proj16,"Question: Hello! 
I have not been able to find a way to comment out a header in my input test files. The usual ""//"" and ""#"" symbols do not work for txt files. Is it sufficient to just describe each file in my README or is there a way to add this header? 
Thank you. 
Answer: Because txt files don't contain any code, there's no standard way for creating comments within them. But regardless, you should definitely be describing what the testing files test for in the README under the section with the other files."
proj16,"Question: Hello,
It seems that, upon providing an invalid file name for the .txt file containing the station names, the reference program quits without creating a file with the name designated as the output file, while my program quits, but still creates this file (it is just empty). Would this difference be something that is causing an error with the autograder?
Thanks
Answer: Hmmm, I doubt this would affect the autograder? But it seems to just be a difference of order of operations between your program and the reference. I would recommend mimicking what the reference does, because if the program can't run due to faulty arguments then the user shouldn't be stuck with an empty file despite the program never actually running."
proj16,"Question: Hello! 
I ran into a weird bug while trying to read from a test station file. When I input data from my stations file, it works pretty fine if it is the stations file we were provided, but when I try to create my own stations file, I get this scenario where the text on my line is being pushed to the next line and even possibly eaten up after I print something from the stations file. After a lott of printing outputs to debug and searching for information online, I found that there is a carriage return character being automatically put at the end of every line in the stations file. I have never encountered this problem before, but apparently, it is something that happens to windows users. Do I have to manually try to remove it using a for loop through every string or is there some other method that I could use? 

Here is an image for better understanding : 
Also, as you can see in the image of the text files below, it's not a whitespace issue. "
proj16,"Question: Is it fine if we use variables like $@ and $< to build our Makefile?
Answer: As long as you understand what these do and how to use them, then yes that's fine."
proj16,"Question: For instance, in our main.cpp file, if it only directly references MetroSim.cpp, should we only write #include ""MetroSim.h"", or should we add all .h files that MetroSim.h also indirectly references?

Is it correct that we should only #include one .h file per .cpp file, like MetroSim.cpp only having #include ""MetroSim.h""? 

Should .h files include all other .h files that they indirectly reference? For example, if we only have Passenger, PassengerQueue, and a MetroSim classes, should MetroSim.h have #include ""PassengerQueue.h"" and #include ""Passenger.h"", even though #include ""Passenger.h"" is already referenced in PassengerQueue.h?"
proj16,"Question: Hello! 
Do we have to make the colors of our indicies the same as the blue color of the station's indices here? If so, how do we achieve that please? 
Thank you! "
proj16,"Question: I'm trying to create functions in MetroSim and use them in my main.cpp file, but to do this I need to make the functions static. Can I do this?
Answer: If the function is part of the MetroSim class, can you instead create an instance of a MetroSim in main and then call the function on that instance?"
proj16,"Question: Right now, all of my functions (so, a lot of functions) in the MetroSim class are public. All of the variables are private. I'm assuming it's better to have at least some functions private, but generally, how do we decide which functions should be public and which private? Should all of the functions be private except for those that are called by other classes/main? Thanks!
Answer: Elias is right, the only things (variables and functions) that should be left private are the ones that clients have a use for. If it's at all possible for a client to misuse the functionality of your program by calling method you've left public, make it private!"
proj16,"Question: I was a little confused about this line in the README - what does it imply about our submission? It's listed in between the files that were submitted and the Data Structures section. Thanks
Answer: You can just remove that from your version of the README. I assume it just means that your program should behave as expected with all valid input and should be tested thoroughly to ensure this. Put a description of any submitted test files in the README as well."
proj16,"Question: If we diff our output with the example program, should we submit those text files and command files we use to test?
Answer: From the ""Submitting"" section of the spec:

""You must also submit:
• Any unit tests you write for your program. This may be done in a file called unit_tests.h, using the unit_test framework that we have used on past assignments. Alternatively, you can create your own testing main functions, e.g., submit a file called MetroSim_tests.cpp with a main function that calls out to tests. Whatever testing files you use, you must submit them!
• Any command files (excluding the command file provided).""
You only need to submit the command files that you used to test, not the output text files!"
proj16,"Question: If we write functions for the sole purpose of unit testing (ie getters), should we comment those out / delete them before we submit? Is it bad to have code in our submission that isn't actually needed to run the program?
Answer: You can comment these out and just leave a comment above them that says they were used for testing. This leaves more evidence of testing for the graders. Please do not leave them uncommented if they are not needed for your actual program."
proj16,"Question: I understand that we shouldn't use namespace std in .h files, but is it fine to do so in .cpp files to conserve time and space?
Answer: That is fine!"
proj16,"Question: Hello,
It seems that the size function for std::vector returns a type other than an int, leading me to get this compiler warning message
MetroSim.cpp:58:22: warning: comparison of integers of different signs: 'int' and 'size_type' (aka 'unsigned long') [-Wsign-compare]
   58 |     for(int i = 0; i < stations.size(); i++) {
run code snippetVisit Manage Class to disable runnable code snippets×
The code still works for what I am currently testing, but I always get this warning message. Is that ok? Or is the autograder impacted by warning messages like this? Should I resolve this in some way?
Thank you!
Answer: The autograder will not be affected by this. You can make the warning message go away by typecasting the size to an int. This would look something like: 
i < (int) stations.size();"
proj16,"Question: Near the end of CS 11, we were told to keep as little code as possible in our main functions and delegate most of the logic and implementation to other classes. Does the same notion apply to CS 15? If so, would it be acceptable for main to handle file reading, interactions with other classes, and the command loop, or would that be considered too much for main.cpp?
Answer: Overall, we do encourage having as little code as possible in main (30 line limit in accordance with the style guide), but we also want you to think about abstraction barriers and modularity (as in classes should only handle the information relevant to them). Depending on your implementation, it could make sense to have your command loop in main, as long as you ensure private variables aren't directly accessible. Generally speaking, if you keep abstraction/modularity in mind and stay under 30 lines, you should be fine. We see a variety of solutions!"
proj16,"Question: Is there a phase 2 spec that dictates what functions our Train and other classes should have? If not, how are we supposed to know what to name our functions and what parameters to give them so that the autograder can properly use them?
Answer: There is no separate phase 2 spec, all the info you need is in the overall MetroSim spec. Because the design of your program outside of Passenger and PassengerQueue is entirely up to you, we have no requirements for functions that any other classes must have. You should follow the style guide for how to name functions (just give them a name that is descriptive for what it does). We will compile your code using the Makefile that you create and submit since not all students have the same class design. The autograder will then run that version that is compiled with your own Makefile."
proj16,"Question: Is it ok to use Milod's open_or_die code from the file_io slides in my project, as long as I credit him in the function declaration and README?
Answer: Yes, that is allowed."
proj16,"Question: Hi, I'm getting an error in my terminal when I try to do ./MetroSim, even though the makefile is compiling my program without errors. it just tells me that the command ./MetroSim was not found. This also applies to when I provide it with the correct format, such as ./MetroSim stations.txt output.txt
Answer: If you ls, do you see MetroSim as a valid executable? It seems like your Makefile isn't correctly producing the executable. Take a look at the Makefile lab and past assignments and make sure the rules follow the same format."
proj16,"Question: Do we have to check if the station numbers are correct when we construct a passenger object? For example, if I made my starting station 3000, what error should I throw?
Answer: The Passenger objects are independent of the stations. The station is a client of Passenger (it uses instances of the Passenger or PassengerQueue class, not the other way around). So there would be no way for you to check within Passenger.cpp whether the given arrival and departure stations are in fact valid stations since the passenger has no clue what a valid station even means! If someone were to misuse an instance of Passenger by giving it a station that doesn't exist, then that's their problem, not Passenger's.
TLDR: no
[EDIT: After reading your question a second time, I can't tell if you were asking whether the Passenger class should check that it's being constructed with valid station numbers, or if the station numbers should be checked for validity within your outer MetroSim functionality. So if it's the first option, then my answer above stands. If it's the second one, follow up with a bit more info and we can go from there!]"
proj16,"Question: For the README submission, should our answers only reflect what we have done for Phase 1? Like when asked about files should we only include files submitted in this phase?"
proj16,"Question: Hello everyone! 
For MetroSim, can we assume that we are always expected to redirect output to the output file and never to std:cout? It seems so on the spec, as the only optional argument from the terminal should be the command file.
Answer: I would recommend re-reading the part of the spec that explains the ""metro move"" command and running the simulation! There should be output to both the terminal and the output file."
proj16,"Question: Hi I'm getting this error, but my code was working fine before and I didn't make changes to my makefile:

make: Warning: File 'train.cpp' has modification time 0.53 s in the future
make: warning:  Clock skew detected.  Your build may be incomplete.
And now my code is not functioning as expected.
Answer: make knows to recompile when train.cpp's modification time is more recent than the times of the executables that depend on it. However, it looks like the modification time of one of your executables is more recent than train.cpp's. You can fix it by rebuilding everything with make clean, then make. If that doesn't work, try touch *, which will update the timestamps of everything in your current directory."
proj16,"Question: Does the makefile also have an 80 character line limit? If so, how can we split up the lines?
Answer: Yes, it's good to keep the Makefile under that limit. You can use a backslash (\) to split the lines up: 

target: dependencies1 dependencies2 \
        dependencies3 dependencies4 ...
       recipe"
proj16,"Question: Since the metrosim provided creates an output file that, do we also have to create an output file if it dosen't exist?
Answer: Yes, but the good news is that this is easily done with ofstream"
proj16,"Question: Do we need to handle the case where not enough files are provided by the user ?
Answer: Yes. Please refer to the spec for the exact error message to output for this case."
proj16,"Question: If we wanted to start implementing the remaining classes for MetroSim that should be in Phase 2 to get ahead, would it be fine if we include commented out unit tests for them in the unit test file(s) that we submit for Phase ?"
proj16,"Question: Are we solely being graded on functionality via the auto-grader, or are we also being graded on questions in our README, header and in-line comments, the 80 character limit, and other style guidelines?
Answer: Phase 1 is just autograder results. The autograder might implicitly count some style stuff like the use of &&, ||, 80 character limit, etc. We won't be reading the README or checking for inline comments per se. That being said, it's probably in your best interest to write inline comments as you go, and to do your best to keep the phase 1 submission to the 15 style guide since you'll be using this code in your final project as well (and we will check it for style then)."
proj16,"Question: To clarify, the deliverables for phase one are:
Passenger.h
Passenger.cpp
PassengerQueue.h
PassengerQueue.cpp
metro_design_checkoff.txt
README
Is that correct? 
Also, do we need to submit evidence of testing?
Answer: Elias is right. But you will need evidence of testing of phase 1 code during the final submission, so might as well do it now!"
proj16,"Question: Hi, do we still have the 5 submissions for phase 1 of the project?
Answer: Yes, 5 submissions for phase 1 and 5 submissions for phase 2."
proj16,"Question: gradescope says it didn't contain any code, so it's not allowing me to submit."
proj16,"Question: Hi,
Does the Queue/List of passengers on the train need to be a PassengerQueue or can it be an ArrayList/Vector? I know the stations need to be represented as PassengerQueues but I was not sure about the representation of the passengers on the train. Thank you!"
proj16,"Question: Hello,
Is it generally best practice to #include .h files and libraries every time, even if not necessary, for clarity? Or is it unnecessary/redundant?
For example, if my Passenger.h file has #include <iostream>, and my PassengerQueue.h file has  #include ""Passenger.h"", do I not technically have to #include <iostream> in PasengerQueue? And if not, should I still generally do it, since it could be confusing once I have files including files that include files that include files, etc. ?"
proj16,"Question: I am using a list for the passenger queue, and to print I need to iterate through the list, can I use range-based for loop, because I can't access each element within the list. 
is that okay?
Answer: Yes, please see @160"
proj16,"Question: I was reading through some of the member types and functions included in the vector library on cplusplus and saw that size_t is a member type used to represent any non-negative integer. I wondered if using size_t rather than ints when making for loops would be better. Are there any other differences between int and size_t? Or could I use size_t instead of int?
Answer: Good question! Just like you said, size_t is simply a non-negative integer. It's important to note though that occasionally this can pose some issues related to casting. For example, if I have some variable ""int x"" that I think is positive but somehow became negative, and I return x from a function with return type size_t (or some other casting scenario), I am now actually returning a number that I probably don't want. Because when my code tries to turn a negative integer into a non-negative size_t, it'll do some conversions that can cause unexpected behavior.
That said, you probably won't be using size_t a ton in this class aside from seeing it as the return type of some standard library functions. In which case, keep my casting note above in mind when you call and save the results of these functions.
I guess it's up to you then whether you use size_t instead of int as your iterator for for loops. You do have complete control over what your ""int i"" is for the entirety of your for loop, so it's not like there's a chance it might randomly become negative and you want some built in check to always keep it positive."
proj16,"Question: The spec for Project 1 says that we must use std::vector or std::list to represent the passengerQueue, but also gives a specific list of public functions to adhere to. I understand that std::vector and std::list have built-in functionality (far exceeding the specified functionality). Is the idea to use a std::vector, for example, and then build the listed public functions ourselves to use instead of the other built-in things?"
proj2,"Question: Are we allowed to use range-based for loops for iterating through lists as shown below?
[ removed student code ]
Answer: Looks good! Range based loops are a simple and elegant way to iterate over a data structure. You’re definitely welcome to use them."
proj2,Question: Should we resubmit the parser.h and parser.cpp files if we changed them a bit? It's not included in the list of things to submit on the spec
proj2,"Question: I am using fib.cylc and fact.cylc to help test my program, and am calling them from a different file. If I want to submit that other file as proof of testing, should I also submit fib.cylc and fact.cylc even though they were provided?
Answer: Nope. Please only submit the testing files you create."
